finalResult,codeModule,moduleSession,Q1-ExternalQuiz,Q1-DataPlus,Q1-DualPlus,Q1-Folder,Q1-Forumng,Q1-Glossary,Q1-HomePage,Q1-HtmlActivity,Q1-OuCollaborate,Q1-OuContent,Q1-OuElluminate,Q1-OuWiki,Q1-PageClicks,Q1-Questionnaire,Q1-Quiz,Q1-RepeatActivity,Q1-Resource,Q1-SharedSubPage,Q1-SubPage,Q1-Url,Q2-ExternalQuiz,Q2-DataPlus,Q2-DualPlus,Q2-Folder,Q2-Forumng,Q2-Glossary,Q2-HomePage,Q2-HtmlActivity,Q2-OuCollaborate,Q2-OuContent,Q2-OuElluminate,Q2-OuWiki,Q2-PageClicks,Q2-Questionnaire,Q2-Quiz,Q2-RepeatActivity,Q2-Resource,Q2-SharedSubPage,Q2-SubPage,Q2-Url,Q3-ExternalQuiz,Q3-DataPlus,Q3-DualPlus,Q3-Folder,Q3-Forumng,Q3-Glossary,Q3-HomePage,Q3-HtmlActivity,Q3-OuCollaborate,Q3-OuContent,Q3-OuElluminate,Q3-OuWiki,Q3-PageClicks,Q3-Questionnaire,Q3-Quiz,Q3-RepeatActivity,Q3-Resource,Q3-SharedSubPage,Q3-SubPage,Q3-Url,Q4-ExternalQuiz,Q4-DataPlus,Q4-DualPlus,Q4-Folder,Q4-Forumng,Q4-Glossary,Q4-HomePage,Q4-HtmlActivity,Q4-OuCollaborate,Q4-OuContent,Q4-OuElluminate,Q4-OuWiki,Q4-PageClicks,Q4-Questionnaire,Q4-Quiz,Q4-RepeatActivity,Q4-Resource,Q4-SharedSubPage,Q4-SubPage,Q4-Url
Pass,1,1,0,0,0,0,63,1,74,0,0,0,0,0,0,0,27,0,3,0,10,2,0,0,0,0,54,1,67,0,0,0,0,0,0,0,29,0,15,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,32,0,8,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,1,1,0,0,0,0,530,1,167,0,0,4,0,0,0,0,31,0,0,0,2,3,0,0,0,0,405,1,93,0,0,18,0,0,0,0,28,0,0,0,0,0,0,0,0,0,215,0,58,0,0,6,0,0,0,0,26,0,0,0,3,0,0,0,0,0,225,0,42,0,0,0,0,0,0,0,0,0,10,0,4,0
Pass,2,1,0,0,0,0,138,0,242,0,2,501,0,0,0,0,245,0,124,0,104,52,0,0,0,0,14,0,137,0,0,235,0,27,0,0,0,0,24,0,0,0,0,0,0,0,83,0,151,0,8,239,0,0,4,0,146,0,31,0,44,8,0,0,0,0,6,0,44,0,0,86,0,4,0,0,54,0,6,0,18,3
Pass,3,1,0,0,0,0,77,0,132,0,0,56,0,17,0,0,0,0,24,0,48,26,0,0,3,0,185,10,150,0,0,49,0,40,0,0,0,0,21,0,0,0,0,0,5,0,72,0,95,0,0,32,0,0,0,0,0,0,6,0,33,12,0,0,0,0,36,0,58,0,0,0,0,0,0,0,0,0,1,0,7,2
Fail,4,1,0,0,0,0,0,0,25,0,0,94,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fail,1,0,0,0,0,0,0,0,20,0,0,44,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,8,0,0,17,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,5,0,0,0,0,0,104,0,57,0,0,69,0,2,2,8,64,0,7,0,48,4,0,0,0,0,108,0,80,0,0,121,0,1,1,0,162,0,42,0,0,0,17,0,0,1,88,0,75,0,0,507,0,0,1,24,197,0,22,0,88,6,0,0,0,0,49,0,51,0,0,232,0,0,1,0,73,0,4,0,18,2
Pass,1,0,0,0,0,0,554,1,291,0,0,147,0,0,0,0,21,0,60,0,54,20,0,0,0,0,282,9,225,0,4,277,0,0,0,0,50,0,16,0,0,0,0,0,0,0,150,21,157,0,3,411,0,0,0,9,0,0,14,0,13,2,0,0,0,0,149,7,101,0,11,121,0,0,0,0,24,0,19,0,14,0
Pass,0,0,0,2,0,0,13,0,111,0,0,400,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,25,0,0,153,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,47,0,0,224,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,20,0,0,49,0,0,0,0,0,0,1,0,3,0
Pass,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,7,0,0,17,0,0,0,0,13,0,18,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,24,0,4,0,6,0,0,0,0,0,0,0,5,0,0,18,0,0,0,0,12,0,1,0,1,0
Pass,6,1,0,0,0,0,14,0,15,0,0,10,0,0,0,0,1,0,4,0,6,0,0,0,0,0,55,0,75,0,0,216,0,0,0,0,71,0,6,0,0,0,0,0,0,0,64,0,98,0,0,176,0,0,0,0,87,0,8,0,4,0,0,0,0,0,24,0,21,0,0,14,0,0,0,0,46,0,0,0,1,0
Fail,3,0,0,0,0,0,236,0,205,0,1,28,0,32,0,0,0,0,11,0,51,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,3,1,0,0,0,0,7,0,61,0,0,36,0,8,0,0,0,0,26,0,95,4,0,0,0,0,0,0,20,0,0,27,0,0,0,0,0,0,4,0,0,0,0,0,0,0,21,0,39,0,0,38,0,0,0,0,0,0,6,0,8,0,0,0,18,0,3,0,17,0,0,1,0,0,0,0,0,0,9,0,42,1
Pass,6,1,0,0,0,0,45,0,26,0,0,69,0,0,0,0,0,0,7,0,6,0,0,0,0,0,46,1,41,0,0,70,0,0,0,0,30,0,2,0,0,0,0,0,0,0,8,0,16,0,0,14,0,0,0,0,30,0,1,0,2,0,0,0,0,0,0,0,13,0,0,72,0,0,0,0,12,0,4,0,3,0
Fail,4,0,0,0,0,0,1,0,17,0,2,42,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,0,25,0,0,57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,0,30,0,0,18,0,0,0,0,1,0,0,0,4,1,0,0,0,0,6,0,8,0,0,2,0,2,0,0,0,0,2,0,1,0
Pass,1,1,0,0,0,0,509,0,195,0,0,1,0,0,0,0,15,0,5,0,10,21,0,0,0,0,360,0,101,0,0,0,0,0,0,0,24,0,4,0,0,0,0,0,0,0,166,0,65,0,0,6,0,0,0,0,13,0,5,0,8,7,0,0,0,0,117,0,33,0,0,0,0,0,0,0,0,0,9,0,12,1
Pass,1,1,0,0,0,0,398,0,226,0,0,0,0,0,0,0,16,0,42,1,185,4,0,0,0,0,338,0,150,0,0,0,0,0,0,0,29,0,2,0,0,0,0,0,0,0,332,0,128,0,0,0,1,0,0,0,24,0,7,0,39,0,0,0,0,0,155,0,50,0,0,0,5,0,0,0,0,0,21,0,30,2
Pass,5,0,0,0,0,0,46,0,97,0,0,234,0,13,0,8,324,0,10,0,66,2,0,0,0,0,7,0,68,0,0,272,0,0,0,0,151,0,6,0,0,0,0,0,0,0,90,0,80,0,0,309,0,0,0,2,364,0,3,0,53,13,0,0,0,0,0,0,18,0,0,12,0,0,0,0,0,0,0,0,4,0
Pass,3,1,0,0,0,0,96,0,75,0,0,29,0,0,0,0,0,0,22,0,31,26,0,0,4,0,23,0,38,0,0,28,0,44,0,0,0,0,7,0,0,0,0,0,7,0,26,0,42,0,0,18,0,0,0,0,0,0,4,0,21,14,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,12,0
Pass,5,1,0,0,0,0,206,0,228,0,0,501,12,62,5,11,135,0,9,0,140,24,0,1,0,0,24,0,60,0,0,344,2,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,20,0,0,140,0,0,0,0,100,0,0,0,23,0,0,0,0,0,14,0,53,0,0,122,3,0,0,0,82,0,1,0,36,0
Pass,6,0,0,0,0,0,0,0,17,0,0,17,0,0,0,0,2,0,8,0,12,0,0,0,0,0,41,0,45,0,0,142,0,0,0,0,44,0,9,0,0,0,0,0,0,0,72,0,27,0,0,64,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,16,0,0,81,0,0,0,0,56,0,2,0,2,0
Pass,1,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,21,0,3,0,5,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,27,0,2,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fail,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fail,2,0,0,0,0,0,3,0,28,0,0,0,0,0,0,0,127,0,2,0,11,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,5,0,0,0,0,0,30,0,89,4,2,375,0,16,0,3,153,0,14,0,74,2,0,0,0,0,2,0,92,0,0,618,0,0,1,0,223,0,9,0,0,0,0,0,0,0,23,0,48,0,0,321,0,0,0,0,76,0,2,0,16,5,9,0,0,0,8,0,59,0,0,374,0,0,2,0,136,0,2,0,33,0
Pass,5,0,0,0,0,0,127,0,159,4,0,358,0,19,0,9,332,0,9,0,104,8,0,0,0,0,3,0,91,0,0,422,0,0,5,0,262,0,8,0,0,0,14,0,0,0,30,0,191,0,0,697,0,0,3,29,426,0,6,0,133,34,0,0,0,0,0,0,132,0,0,328,0,0,0,3,75,0,3,0,55,3
Pass,5,1,0,0,0,0,64,0,27,0,0,17,0,0,0,0,0,0,3,0,15,0,0,0,0,0,18,0,44,0,0,94,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,28,0,0,21,0,0,0,0,65,0,2,0,28,1,0,0,0,2,4,0,29,0,0,89,0,1,1,0,400,0,0,0,38,1
Pass,5,0,0,0,0,0,275,0,177,0,6,324,0,3,1,0,411,0,16,0,129,1,0,0,0,0,152,0,236,0,4,751,0,0,0,0,516,0,4,0,0,0,0,0,0,0,133,0,188,0,12,640,0,0,3,2,148,0,3,0,65,16,0,0,0,0,101,0,142,0,0,295,0,0,0,0,197,0,2,0,74,0
Pass,1,0,0,0,0,0,11,0,43,0,1,19,0,0,0,0,4,0,9,0,8,2,0,0,0,0,0,0,44,0,0,29,0,0,0,0,38,0,8,0,0,0,0,0,0,0,9,2,40,0,2,192,0,0,0,6,1,0,5,0,3,0,0,0,0,0,12,0,39,0,9,221,0,0,0,0,32,0,21,0,9,5
Pass,5,0,0,0,0,0,305,0,119,1,1,28,0,0,2,0,240,0,20,0,68,6,0,0,0,0,7,0,72,0,2,21,0,0,0,0,312,0,22,0,0,0,0,0,0,0,8,0,94,0,2,133,0,0,0,0,561,0,6,0,57,8,0,0,0,0,45,0,46,0,0,120,0,0,1,0,202,0,16,0,27,0
Pass,1,1,0,0,0,0,26,0,23,0,0,0,0,0,0,0,16,0,6,0,9,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,27,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,3,0,0,0,0,0,433,7,193,0,7,73,0,0,0,0,0,0,47,0,72,12,0,0,0,0,294,2,144,0,7,45,0,0,0,0,0,0,6,0,0,0,0,0,0,0,80,8,82,0,8,67,0,0,0,0,0,0,11,0,47,8,0,0,5,0,94,0,53,0,24,3,0,0,0,0,0,0,8,0,45,6
Pass,5,1,0,0,0,0,110,0,100,0,3,284,0,27,4,3,156,0,3,0,82,9,0,0,0,0,43,0,60,0,3,272,0,0,0,0,15,0,13,0,0,0,0,0,0,1,43,0,60,0,0,292,0,0,0,6,489,0,2,0,43,16,9,0,0,0,5,0,22,0,0,117,0,0,0,0,0,0,0,0,1,0
Pass,0,0,0,0,0,0,53,0,103,0,1,282,0,0,0,0,0,0,25,0,17,7,3,0,0,0,14,0,43,0,0,160,0,0,0,0,0,0,1,0,0,0,5,0,0,0,3,0,40,0,0,282,0,0,0,0,0,0,0,0,3,1,0,0,0,0,9,0,32,0,0,28,0,0,0,0,0,0,8,0,6,3
Fail,5,0,0,0,0,0,197,0,68,0,3,118,0,23,0,0,114,0,28,0,48,6,0,0,0,0,18,0,11,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,6,0,0,0,0,0,22,0,14,0,0,11,0,0,0,0,0,0,1,0,7,0,0,0,0,0,21,3,34,0,0,126,0,0,0,0,18,0,7,0,0,0,0,0,0,0,94,9,67,0,0,206,0,0,0,0,61,0,11,0,4,0,0,0,0,0,0,0,17,0,0,43,0,0,0,0,18,0,4,0,3,0
Pass,5,0,0,0,0,0,185,0,60,3,4,322,0,17,3,9,221,0,12,0,81,6,0,0,0,0,23,0,60,0,0,398,0,0,3,0,212,0,6,0,0,0,12,0,0,0,29,0,48,0,0,520,0,0,1,6,123,0,5,0,57,16,0,0,0,0,17,0,36,0,0,261,0,0,0,0,140,0,4,0,31,2
Pass,1,0,0,0,0,0,111,0,47,0,0,0,0,0,0,0,16,0,3,0,4,5,0,0,0,0,13,0,9,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,28,0,13,0,0,0,0,0,0,0,12,0,1,0,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,12,0,8,0,4,1
Pass,6,1,0,0,0,0,0,0,12,0,0,23,0,0,0,0,0,0,4,0,2,0,0,0,0,0,6,2,22,0,0,56,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,10,0,0,20,0,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,8,0,0,32,0,0,0,0,23,0,3,0,3,0
Pass,2,1,0,0,0,0,290,0,244,0,3,323,0,2,0,0,666,0,22,0,76,17,0,0,0,0,184,0,136,0,8,150,0,0,1,0,318,0,15,0,0,0,0,0,0,0,237,0,235,0,2,306,0,0,0,0,509,0,48,0,63,9,0,0,0,0,137,0,192,0,11,171,0,3,3,0,457,0,42,0,64,21
Pass,3,1,0,0,0,0,280,8,367,0,0,74,2,80,0,0,0,0,32,0,195,26,0,0,9,0,42,0,143,0,0,33,0,37,0,0,0,0,17,0,0,0,0,0,30,0,53,0,291,0,0,44,3,0,0,0,0,0,30,0,157,28,0,0,3,0,23,74,124,0,0,69,0,0,0,0,0,0,47,0,190,2
Pass,2,0,0,0,0,0,42,0,138,0,9,489,0,0,0,0,258,0,18,0,33,12,0,0,0,0,39,0,103,0,2,394,0,172,0,0,113,0,6,0,0,0,0,0,0,0,20,0,97,0,0,440,0,0,0,0,78,0,37,0,9,4,0,0,0,0,0,0,90,0,5,199,0,0,4,0,686,0,39,0,48,1
Pass,6,0,0,0,0,0,0,0,17,0,0,27,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,17,0,0,29,0,0,0,0,22,0,1,0,0,0,0,0,0,0,13,1,45,0,0,43,0,0,0,0,19,0,7,0,1,0,0,0,0,0,0,0,13,0,0,19,0,0,0,0,32,0,0,0,0,0
Pass,3,0,0,0,0,0,80,11,92,0,6,125,0,0,0,0,0,0,19,0,40,4,0,0,0,0,111,3,74,0,11,90,0,0,0,0,0,0,10,0,0,0,0,0,2,0,244,0,137,0,21,152,0,0,0,0,0,0,14,0,40,5,0,0,14,0,105,0,70,0,57,5,0,0,0,0,0,0,58,0,154,5
Pass,0,0,0,0,0,0,75,2,119,0,0,204,0,0,0,0,0,0,5,0,58,31,0,0,0,0,18,0,30,0,0,74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,18,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,45,0,0,19,0,0,0,0,0,0,11,0,16,0
Pass,1,0,0,0,0,0,118,0,38,0,2,1,0,0,0,0,12,0,3,0,4,2,0,0,0,0,40,0,13,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,5,0,0,0,0,0,98,0,72,0,0,211,0,17,0,9,68,0,3,0,45,2,0,0,0,0,12,0,32,0,0,228,0,0,3,0,0,0,10,0,0,0,15,0,0,0,78,0,70,0,0,271,0,0,2,16,0,0,3,0,41,26,22,0,0,0,12,0,104,0,0,252,0,0,1,7,452,0,3,0,39,0
Pass,5,0,0,0,0,0,232,0,202,0,0,227,0,29,5,10,247,0,17,0,109,1,0,0,0,0,403,0,122,0,4,205,0,0,4,0,180,0,13,0,0,0,0,0,0,1,82,0,107,0,0,172,0,0,0,0,310,0,2,0,32,9,0,0,0,0,114,0,33,0,0,86,0,0,0,0,6,0,0,0,6,0
Fail,3,1,0,0,0,0,118,0,256,0,0,199,4,50,1,0,0,0,61,0,185,103,0,0,2,0,113,0,116,0,0,168,0,64,0,0,0,0,19,0,0,0,0,0,4,0,71,0,173,0,0,229,0,0,0,0,0,0,5,0,83,16,0,0,1,0,1,0,25,0,0,0,0,0,0,0,0,0,20,0,33,0
Fail,1,1,0,0,0,0,11,0,14,0,0,0,0,0,0,0,18,0,2,0,3,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,24,0,1,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fail,6,0,0,0,0,0,0,0,18,0,0,29,0,0,0,0,0,0,1,0,6,0,0,0,0,0,10,0,11,0,0,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0,19,0,0,55,0,0,0,0,16,0,1,0,6,0,0,0,0,0,0,0,19,0,0,93,0,0,0,0,46,0,0,0,3,0
Fail,1,0,0,0,0,0,43,0,63,0,0,68,0,0,0,0,65,0,3,0,3,2,0,0,0,0,12,0,20,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,37,0,0,231,0,0,0,4,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fail,5,1,0,0,0,0,128,0,63,0,0,192,5,16,6,6,80,0,10,0,73,9,0,0,0,0,0,0,32,0,0,120,0,0,0,0,97,0,7,0,0,0,0,0,0,0,33,0,33,0,0,132,0,0,0,0,28,0,7,0,31,8,0,0,0,0,2,0,21,0,0,117,0,0,1,0,772,0,13,0,59,0
Pass,4,0,0,0,0,0,169,0,299,0,2,408,0,0,0,0,412,0,39,0,55,76,0,0,0,0,28,0,81,0,0,140,0,11,0,0,3,0,22,0,0,0,0,0,0,0,66,0,245,0,0,321,0,0,0,0,392,0,83,0,103,10,0,0,0,0,18,0,85,0,0,498,0,0,2,0,348,0,71,0,112,3
Fail,5,0,0,0,0,0,18,0,26,3,1,25,0,0,1,0,0,0,2,0,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,4,0,0,0,0,0,772,0,326,0,2,487,0,0,0,0,96,0,38,0,11,83,0,0,0,0,245,0,155,0,1,268,0,54,0,0,0,0,24,0,0,0,0,0,0,0,261,0,233,0,2,345,0,0,0,0,17,0,8,0,15,5,0,0,0,0,249,0,114,0,0,123,0,0,0,0,66,0,2,0,13,15
Fail,1,0,0,0,0,0,0,0,21,0,0,21,0,0,0,0,57,0,6,0,17,0,0,0,0,0,0,5,16,0,0,93,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,5,0,0,57,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0
Pass,3,0,0,0,0,0,145,6,161,0,1,53,0,0,0,0,0,0,25,0,56,25,0,0,1,0,59,4,141,0,1,108,0,0,0,0,0,0,23,0,0,0,0,0,0,0,56,0,166,0,1,123,0,0,0,0,0,0,6,0,30,29,0,0,9,0,11,0,59,0,0,22,0,0,0,0,0,0,24,0,37,6
Pass,3,0,0,0,0,0,184,0,144,0,0,147,0,0,0,0,0,0,31,0,52,10,0,0,6,0,44,0,54,0,3,93,0,0,0,0,0,0,5,0,0,0,0,0,1,0,17,0,61,0,1,144,0,0,0,0,0,0,5,0,10,12,0,0,7,0,1,0,30,0,27,0,0,0,0,0,0,0,1,0,24,0
Pass,6,0,0,0,0,0,9,0,13,0,0,7,0,0,0,0,0,0,28,0,6,0,0,0,0,0,11,0,22,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,25,0,0,19,0,0,0,0,1,0,26,0,2,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,98,0,4,0,2,0
Pass,1,0,0,0,0,0,23,0,42,0,0,22,0,0,0,0,0,0,4,0,7,1,0,0,0,0,0,0,50,0,0,264,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,31,0,12,269,0,0,0,9,0,0,8,0,10,0,0,0,0,0,0,0,41,0,0,433,0,0,0,0,0,0,22,0,5,0
Pass,6,1,0,0,0,0,0,0,25,0,0,10,0,0,0,0,0,0,11,0,4,0,0,0,0,0,11,2,33,0,0,69,0,0,0,0,27,0,3,0,0,0,0,0,0,0,27,2,75,0,0,355,0,0,0,0,121,0,34,0,5,0,0,0,0,0,0,0,15,0,0,52,0,0,0,0,19,0,5,0,1,0
Pass,1,1,0,0,0,0,173,0,71,0,1,1,0,0,0,0,33,0,32,0,22,5,0,0,0,0,188,0,47,0,0,0,0,0,0,0,15,0,38,0,0,0,0,0,0,0,206,0,55,0,0,4,0,0,0,0,26,0,24,0,8,1,0,0,0,0,67,0,18,0,0,0,0,0,0,0,0,0,14,0,2,0
Pass,2,0,0,0,0,0,21,0,127,0,0,176,0,0,0,0,654,0,8,0,40,16,0,0,0,0,50,0,71,0,0,78,0,0,0,0,2,0,9,0,0,0,0,0,0,0,46,0,81,0,0,84,0,0,0,0,347,0,13,0,47,4,0,0,0,0,12,0,68,0,0,98,0,0,0,0,139,0,13,0,33,10
Pass,3,0,0,0,0,0,211,0,226,0,13,78,0,37,0,0,0,0,25,0,166,21,0,0,16,0,71,0,164,0,4,62,0,85,0,0,0,0,16,0,0,0,0,0,3,0,151,0,123,0,5,18,0,0,0,0,0,0,12,0,77,9,0,0,20,0,403,0,140,0,11,2,0,0,0,0,0,0,22,0,81,6
Fail,5,1,0,0,0,0,57,0,33,0,0,53,0,0,13,0,10,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,3,1,0,0,0,0,23,0,47,0,0,50,2,0,0,0,0,0,14,0,12,5,0,0,7,0,86,0,91,0,0,106,14,7,0,0,0,0,24,0,0,0,0,0,3,0,20,0,43,0,0,36,4,0,0,0,0,0,4,0,13,2,0,0,1,0,13,0,17,0,0,0,0,0,0,0,0,0,12,0,8,0
Fail,2,0,0,0,0,0,58,0,80,0,0,120,0,0,0,0,253,0,11,0,41,2,0,0,0,0,83,0,30,0,0,91,0,0,0,0,13,0,5,0,0,0,0,0,0,0,5,0,22,0,0,6,0,0,0,0,101,0,5,0,14,0,0,0,0,0,43,0,62,0,0,215,0,0,0,0,122,0,4,0,26,3
Pass,3,1,0,0,0,0,446,4,542,0,0,37,10,41,0,0,0,0,58,0,224,111,0,0,4,0,302,5,392,0,0,26,2,14,0,0,0,0,6,0,0,0,0,0,9,0,26,0,51,0,0,24,0,0,0,0,0,0,16,0,87,3,0,0,0,0,14,0,63,0,0,0,0,0,0,0,0,0,23,0,25,1
Pass,3,1,0,0,0,0,398,40,433,0,0,73,6,36,0,0,0,0,27,0,147,14,0,0,21,0,350,30,258,0,0,39,17,83,0,0,0,0,14,0,0,0,0,0,23,0,146,37,205,0,0,57,0,0,0,0,0,0,9,0,134,24,0,0,0,0,51,0,67,0,0,1,4,0,0,0,0,0,18,0,10,0
Fail,5,1,0,0,0,0,75,0,49,0,0,97,1,0,4,0,1,0,7,0,56,3,0,0,0,0,13,0,5,0,0,41,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fail,2,0,0,0,0,0,68,0,121,0,3,62,0,18,0,0,411,0,21,0,116,5,0,0,0,0,0,0,7,0,0,6,0,0,0,0,46,0,16,0,0,0,0,0,0,0,13,0,30,0,0,2,0,0,0,0,125,0,6,0,34,1,0,0,1,0,23,0,30,0,10,2,0,0,0,0,0,0,5,0,29,6
Pass,4,0,0,0,0,0,215,0,138,0,0,311,0,0,0,0,73,0,1,0,8,16,0,0,0,0,57,0,31,0,0,69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,118,0,57,0,1,170,0,0,1,0,2,0,3,0,2,1,0,0,0,0,89,0,30,0,0,113,0,0,0,0,67,0,7,0,1,5
Pass,2,0,0,0,0,0,347,0,278,0,3,256,0,0,0,0,200,0,22,0,50,22,0,0,0,0,119,0,159,0,12,115,0,0,0,0,17,0,9,0,0,0,0,0,0,0,125,0,142,0,7,161,0,0,0,0,49,0,6,0,20,2,0,0,0,0,190,0,111,0,2,156,0,0,0,0,15,0,3,0,16,6
Pass,4,0,0,0,0,0,249,0,162,0,2,255,0,0,0,0,89,0,2,0,2,25,0,0,0,0,264,0,120,0,0,129,0,0,0,0,1,0,3,0,0,0,0,0,0,0,318,0,154,0,1,154,0,0,0,0,81,0,6,0,5,2,0,0,0,0,82,0,40,0,4,31,0,0,0,0,13,0,1,0,4,5
Pass,5,1,0,0,0,0,124,0,61,0,0,184,6,1,5,0,348,0,13,0,67,9,0,0,0,0,7,0,37,0,0,268,0,0,1,0,0,0,13,0,0,0,0,0,0,0,31,0,85,0,0,238,5,0,3,0,443,0,6,0,82,22,0,0,0,0,17,0,40,0,0,253,0,0,0,0,82,0,2,0,24,0
Pass,1,0,0,0,0,0,196,8,80,0,5,175,0,0,0,0,35,0,146,0,26,2,0,0,0,0,92,0,68,0,2,230,0,0,0,6,83,0,22,0,0,0,0,0,0,0,141,1,126,0,24,390,0,0,0,12,75,0,39,0,45,1,0,0,0,0,31,0,16,0,2,5,0,0,0,0,0,0,3,0,5,0
Fail,2,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
